UTC time string, UTC time with nanoseconds integer, local time string, UTC time string, elapsed_time, UTC time integer, monotonic seconds, monotonic nanoseconds
2017-01-04T21:16:38.700133002Z, 20170104211638700133002, 2017-01-04T16:16:38.700133002-05:00, 2017-01-04T21:16:38.700133002Z, 14, 20170104211638, 99037, 176686125
2017-01-04T21:16:38.800093087Z, 20170104211638800093087, 2017-01-04T16:16:38.800093087-05:00, 2017-01-04T21:16:38.800093087Z, 14, 20170104211638, 99037, 276646166
2017-01-04T21:16:38.900126652Z, 20170104211638900126652, 2017-01-04T16:16:38.900126652-05:00, 2017-01-04T21:16:38.900126652Z, 14, 20170104211638, 99037, 376679809
2017-01-04T21:16:39.000131966Z, 20170104211639000131966, 2017-01-04T16:16:39.000131966-05:00, 2017-01-04T21:16:39.000131966Z, 15, 20170104211639, 99037, 476685215
2017-01-04T21:16:39.100132381Z, 20170104211639100132381, 2017-01-04T16:16:39.100132381-05:00, 2017-01-04T21:16:39.100132381Z, 15, 20170104211639, 99037, 576685542
2017-01-04T21:16:39.200191615Z, 20170104211639200191615, 2017-01-04T16:16:39.200191615-05:00, 2017-01-04T21:16:39.200191615Z, 15, 20170104211639, 99037, 676744607
2017-01-04T21:16:39.300120893Z, 20170104211639300120893, 2017-01-04T16:16:39.300120893-05:00, 2017-01-04T21:16:39.300120893Z, 15, 20170104211639, 99037, 776673872
2017-01-04T21:16:39.400123769Z, 20170104211639400123769, 2017-01-04T16:16:39.400123769-05:00, 2017-01-04T21:16:39.400123769Z, 15, 20170104211639, 99037, 876676793
2017-01-04T21:16:39.500092593Z, 20170104211639500092593, 2017-01-04T16:16:39.500092593-05:00, 2017-01-04T21:16:39.500092593Z, 15, 20170104211639, 99037, 976645693
2017-01-04T21:16:39.600120813Z, 20170104211639600120813, 2017-01-04T16:16:39.600120813-05:00, 2017-01-04T21:16:39.600120813Z, 15, 20170104211639, 99038, 76673977
2017-01-04T21:16:39.700119826Z, 20170104211639700119826, 2017-01-04T16:16:39.700119826-05:00, 2017-01-04T21:16:39.700119826Z, 15, 20170104211639, 99038, 176672713
2017-01-04T21:16:39.800091004Z, 20170104211639800091004, 2017-01-04T16:16:39.800091004-05:00, 2017-01-04T21:16:39.800091004Z, 15, 20170104211639, 99038, 276643921
2017-01-04T21:16:39.900071417Z, 20170104211639900071417, 2017-01-04T16:16:39.900071417-05:00, 2017-01-04T21:16:39.900071417Z, 15, 20170104211639, 99038, 376624439
2017-01-04T21:16:40.000065379Z, 20170104211640000065379, 2017-01-04T16:16:40.000065379-05:00, 2017-01-04T21:16:40.000065379Z, 16, 20170104211640, 99038, 476618476
2017-01-04T21:16:40.100072481Z, 20170104211640100072481, 2017-01-04T16:16:40.100072481-05:00, 2017-01-04T21:16:40.100072481Z, 16, 20170104211640, 99038, 576625651
2017-01-04T21:16:40.200065793Z, 20170104211640200065793, 2017-01-04T16:16:40.200065793-05:00, 2017-01-04T21:16:40.200065793Z, 16, 20170104211640, 99038, 676618972
2017-01-04T21:16:40.300079923Z, 20170104211640300079923, 2017-01-04T16:16:40.300079923-05:00, 2017-01-04T21:16:40.300079923Z, 16, 20170104211640, 99038, 776633000
2017-01-04T21:16:40.400081749Z, 20170104211640400081749, 2017-01-04T16:16:40.400081749-05:00, 2017-01-04T21:16:40.400081749Z, 16, 20170104211640, 99038, 876634601
2017-01-04T21:16:40.500089826Z, 20170104211640500089826, 2017-01-04T16:16:40.500089826-05:00, 2017-01-04T21:16:40.500089826Z, 16, 20170104211640, 99038, 976642761
2017-01-04T21:16:40.600078381Z, 20170104211640600078381, 2017-01-04T16:16:40.600078381-05:00, 2017-01-04T21:16:40.600078381Z, 16, 20170104211640, 99039, 76631426
2017-01-04T21:16:40.700079777Z, 20170104211640700079777, 2017-01-04T16:16:40.700079777-05:00, 2017-01-04T21:16:40.700079777Z, 16, 20170104211640, 99039, 176632596
2017-01-04T21:16:40.800071590Z, 20170104211640800071590, 2017-01-04T16:16:40.800071590-05:00, 2017-01-04T21:16:40.800071590Z, 16, 20170104211640, 99039, 276624472
2017-01-04T21:16:40.900066953Z, 20170104211640900066953, 2017-01-04T16:16:40.900066953-05:00, 2017-01-04T21:16:40.900066953Z, 16, 20170104211640, 99039, 376619588
2017-01-04T21:16:41.000144270Z, 20170104211641000144270, 2017-01-04T16:16:41.000144270-05:00, 2017-01-04T21:16:41.000144270Z, 17, 20170104211641, 99039, 476697038
2017-01-04T21:16:41.100095565Z, 20170104211641100095565, 2017-01-04T16:16:41.100095565-05:00, 2017-01-04T21:16:41.100095565Z, 17, 20170104211641, 99039, 576648325
2017-01-04T21:16:41.200191081Z, 20170104211641200191081, 2017-01-04T16:16:41.200191081-05:00, 2017-01-04T21:16:41.200191081Z, 17, 20170104211641, 99039, 676744265
2017-01-04T21:16:41.300195659Z, 20170104211641300195659, 2017-01-04T16:16:41.300195659-05:00, 2017-01-04T21:16:41.300195659Z, 17, 20170104211641, 99039, 776748386
2017-01-04T21:16:41.400218278Z, 20170104211641400218278, 2017-01-04T16:16:41.400218278-05:00, 2017-01-04T21:16:41.400218278Z, 17, 20170104211641, 99039, 876771379
2017-01-04T21:16:41.500196565Z, 20170104211641500196565, 2017-01-04T16:16:41.500196565-05:00, 2017-01-04T21:16:41.500196565Z, 17, 20170104211641, 99039, 976749501
2017-01-04T21:16:41.600196043Z, 20170104211641600196043, 2017-01-04T16:16:41.600196043-05:00, 2017-01-04T21:16:41.600196043Z, 17, 20170104211641, 99040, 76748973
2017-01-04T21:16:41.700166335Z, 20170104211641700166335, 2017-01-04T16:16:41.700166335-05:00, 2017-01-04T21:16:41.700166335Z, 17, 20170104211641, 99040, 176718676
2017-01-04T21:16:41.800149603Z, 20170104211641800149603, 2017-01-04T16:16:41.800149603-05:00, 2017-01-04T21:16:41.800149603Z, 17, 20170104211641, 99040, 276702663
2017-01-04T21:16:41.900124244Z, 20170104211641900124244, 2017-01-04T16:16:41.900124244-05:00, 2017-01-04T21:16:41.900124244Z, 17, 20170104211641, 99040, 376676959
2017-01-04T21:16:42.000158849Z, 20170104211642000158849, 2017-01-04T16:16:42.000158849-05:00, 2017-01-04T21:16:42.000158849Z, 18, 20170104211642, 99040, 476711499
2017-01-04T21:16:42.100167952Z, 20170104211642100167952, 2017-01-04T16:16:42.100167952-05:00, 2017-01-04T21:16:42.100167952Z, 18, 20170104211642, 99040, 576720509
2017-01-04T21:16:42.200061340Z, 20170104211642200061340, 2017-01-04T16:16:42.200061340-05:00, 2017-01-04T21:16:42.200061340Z, 18, 20170104211642, 99040, 676614555
2017-01-04T21:16:42.300074157Z, 20170104211642300074157, 2017-01-04T16:16:42.300074157-05:00, 2017-01-04T21:16:42.300074157Z, 18, 20170104211642, 99040, 776627111
2017-01-04T21:16:42.400077976Z, 20170104211642400077976, 2017-01-04T16:16:42.400077976-05:00, 2017-01-04T21:16:42.400077976Z, 18, 20170104211642, 99040, 876631100
2017-01-04T21:16:42.500091217Z, 20170104211642500091217, 2017-01-04T16:16:42.500091217-05:00, 2017-01-04T21:16:42.500091217Z, 18, 20170104211642, 99040, 976644321
2017-01-04T21:16:42.600111876Z, 20170104211642600111876, 2017-01-04T16:16:42.600111876-05:00, 2017-01-04T21:16:42.600111876Z, 18, 20170104211642, 99041, 76665102
2017-01-04T21:16:42.700070417Z, 20170104211642700070417, 2017-01-04T16:16:42.700070417-05:00, 2017-01-04T21:16:42.700070417Z, 18, 20170104211642, 99041, 176623304
2017-01-04T21:16:42.800079091Z, 20170104211642800079091, 2017-01-04T16:16:42.800079091-05:00, 2017-01-04T21:16:42.800079091Z, 18, 20170104211642, 99041, 276632233
2017-01-04T21:16:42.900065963Z, 20170104211642900065963, 2017-01-04T16:16:42.900065963-05:00, 2017-01-04T21:16:42.900065963Z, 18, 20170104211642, 99041, 376619277
2017-01-04T21:16:43.000071253Z, 20170104211643000071253, 2017-01-04T16:16:43.000071253-05:00, 2017-01-04T21:16:43.000071253Z, 19, 20170104211643, 99041, 476624442
2017-01-04T21:16:43.100133054Z, 20170104211643100133054, 2017-01-04T16:16:43.100133054-05:00, 2017-01-04T21:16:43.100133054Z, 19, 20170104211643, 99041, 576686331
2017-01-04T21:16:43.200129707Z, 20170104211643200129707, 2017-01-04T16:16:43.200129707-05:00, 2017-01-04T21:16:43.200129707Z, 19, 20170104211643, 99041, 676682954
2017-01-04T21:16:43.300186091Z, 20170104211643300186091, 2017-01-04T16:16:43.300186091-05:00, 2017-01-04T21:16:43.300186091Z, 19, 20170104211643, 99041, 776739352
2017-01-04T21:16:43.400150298Z, 20170104211643400150298, 2017-01-04T16:16:43.400150298-05:00, 2017-01-04T21:16:43.400150298Z, 19, 20170104211643, 99041, 876703518
2017-01-04T21:16:43.500176753Z, 20170104211643500176753, 2017-01-04T16:16:43.500176753-05:00, 2017-01-04T21:16:43.500176753Z, 19, 20170104211643, 99041, 976730056
2017-01-04T21:16:43.600151997Z, 20170104211643600151997, 2017-01-04T16:16:43.600151997-05:00, 2017-01-04T21:16:43.600151997Z, 19, 20170104211643, 99042, 76705269
2017-01-04T21:16:43.700067384Z, 20170104211643700067384, 2017-01-04T16:16:43.700067384-05:00, 2017-01-04T21:16:43.700067384Z, 19, 20170104211643, 99042, 176620333
2017-01-04T21:16:43.800189215Z, 20170104211643800189215, 2017-01-04T16:16:43.800189215-05:00, 2017-01-04T21:16:43.800189215Z, 19, 20170104211643, 99042, 276742400
2017-01-04T21:16:43.900188677Z, 20170104211643900188677, 2017-01-04T16:16:43.900188677-05:00, 2017-01-04T21:16:43.900188677Z, 19, 20170104211643, 99042, 376741847
2017-01-04T21:16:44.000183441Z, 20170104211644000183441, 2017-01-04T16:16:44.000183441-05:00, 2017-01-04T21:16:44.000183441Z, 20, 20170104211644, 99042, 476736580
2017-01-04T21:16:44.100067630Z, 20170104211644100067630, 2017-01-04T16:16:44.100067630-05:00, 2017-01-04T21:16:44.100067630Z, 20, 20170104211644, 99042, 576620705
2017-01-04T21:16:44.200066344Z, 20170104211644200066344, 2017-01-04T16:16:44.200066344-05:00, 2017-01-04T21:16:44.200066344Z, 20, 20170104211644, 99042, 676619364
2017-01-04T21:16:44.300186815Z, 20170104211644300186815, 2017-01-04T16:16:44.300186815-05:00, 2017-01-04T21:16:44.300186815Z, 20, 20170104211644, 99042, 776740059
2017-01-04T21:16:44.400064425Z, 20170104211644400064425, 2017-01-04T16:16:44.400064425-05:00, 2017-01-04T21:16:44.400064425Z, 20, 20170104211644, 99042, 876617559
2017-01-04T21:16:44.500097932Z, 20170104211644500097932, 2017-01-04T16:16:44.500097932-05:00, 2017-01-04T21:16:44.500097932Z, 20, 20170104211644, 99042, 976651098
2017-01-04T21:16:44.600065019Z, 20170104211644600065019, 2017-01-04T16:16:44.600065019-05:00, 2017-01-04T21:16:44.600065019Z, 20, 20170104211644, 99043, 76618213
2017-01-04T21:16:44.700086681Z, 20170104211644700086681, 2017-01-04T16:16:44.700086681-05:00, 2017-01-04T21:16:44.700086681Z, 20, 20170104211644, 99043, 176639639
2017-01-04T21:16:44.800157186Z, 20170104211644800157186, 2017-01-04T16:16:44.800157186-05:00, 2017-01-04T21:16:44.800157186Z, 20, 20170104211644, 99043, 276710447
2017-01-04T21:16:44.900130180Z, 20170104211644900130180, 2017-01-04T16:16:44.900130180-05:00, 2017-01-04T21:16:44.900130180Z, 20, 20170104211644, 99043, 376683409
2017-01-04T21:16:45.000181039Z, 20170104211645000181039, 2017-01-04T16:16:45.000181039-05:00, 2017-01-04T21:16:45.000181039Z, 21, 20170104211645, 99043, 476734319
2017-01-04T21:16:45.100065220Z, 20170104211645100065220, 2017-01-04T16:16:45.100065220-05:00, 2017-01-04T21:16:45.100065220Z, 21, 20170104211645, 99043, 576618272
2017-01-04T21:16:45.200069297Z, 20170104211645200069297, 2017-01-04T16:16:45.200069297-05:00, 2017-01-04T21:16:45.200069297Z, 21, 20170104211645, 99043, 676622520
2017-01-04T21:16:45.300198442Z, 20170104211645300198442, 2017-01-04T16:16:45.300198442-05:00, 2017-01-04T21:16:45.300198442Z, 21, 20170104211645, 99043, 776751736
2017-01-04T21:16:45.400197159Z, 20170104211645400197159, 2017-01-04T16:16:45.400197159-05:00, 2017-01-04T21:16:45.400197159Z, 21, 20170104211645, 99043, 876750375
2017-01-04T21:16:45.500192262Z, 20170104211645500192262, 2017-01-04T16:16:45.500192262-05:00, 2017-01-04T21:16:45.500192262Z, 21, 20170104211645, 99043, 976745619
2017-01-04T21:16:45.600063759Z, 20170104211645600063759, 2017-01-04T16:16:45.600063759-05:00, 2017-01-04T21:16:45.600063759Z, 21, 20170104211645, 99044, 76616749
2017-01-04T21:16:45.700206988Z, 20170104211645700206988, 2017-01-04T16:16:45.700206988-05:00, 2017-01-04T21:16:45.700206988Z, 21, 20170104211645, 99044, 176760280
2017-01-04T21:16:45.800149527Z, 20170104211645800149527, 2017-01-04T16:16:45.800149527-05:00, 2017-01-04T21:16:45.800149527Z, 21, 20170104211645, 99044, 276702708
2017-01-04T21:16:45.900156023Z, 20170104211645900156023, 2017-01-04T16:16:45.900156023-05:00, 2017-01-04T21:16:45.900156023Z, 21, 20170104211645, 99044, 376709232
2017-01-04T21:16:46.000061481Z, 20170104211646000061481, 2017-01-04T16:16:46.000061481-05:00, 2017-01-04T21:16:46.000061481Z, 22, 20170104211646, 99044, 476614423
2017-01-04T21:16:46.100124051Z, 20170104211646100124051, 2017-01-04T16:16:46.100124051-05:00, 2017-01-04T21:16:46.100124051Z, 22, 20170104211646, 99044, 576677130
2017-01-04T21:16:46.200187079Z, 20170104211646200187079, 2017-01-04T16:16:46.200187079-05:00, 2017-01-04T21:16:46.200187079Z, 22, 20170104211646, 99044, 676740320
2017-01-04T21:16:46.300184611Z, 20170104211646300184611, 2017-01-04T16:16:46.300184611-05:00, 2017-01-04T21:16:46.300184611Z, 22, 20170104211646, 99044, 776737909
2017-01-04T21:16:46.400131015Z, 20170104211646400131015, 2017-01-04T16:16:46.400131015-05:00, 2017-01-04T21:16:46.400131015Z, 22, 20170104211646, 99044, 876684246
2017-01-04T21:16:46.500131372Z, 20170104211646500131372, 2017-01-04T16:16:46.500131372-05:00, 2017-01-04T21:16:46.500131372Z, 22, 20170104211646, 99044, 976684484
2017-01-04T21:16:46.600077625Z, 20170104211646600077625, 2017-01-04T16:16:46.600077625-05:00, 2017-01-04T21:16:46.600077625Z, 22, 20170104211646, 99045, 76630715
2017-01-04T21:16:46.700131194Z, 20170104211646700131194, 2017-01-04T16:16:46.700131194-05:00, 2017-01-04T21:16:46.700131194Z, 22, 20170104211646, 99045, 176684453
2017-01-04T21:16:46.800065461Z, 20170104211646800065461, 2017-01-04T16:16:46.800065461-05:00, 2017-01-04T21:16:46.800065461Z, 22, 20170104211646, 99045, 276618396
2017-01-04T21:16:46.900065095Z, 20170104211646900065095, 2017-01-04T16:16:46.900065095-05:00, 2017-01-04T21:16:46.900065095Z, 22, 20170104211646, 99045, 376618072
2017-01-04T21:16:47.000187124Z, 20170104211647000187124, 2017-01-04T16:16:47.000187124-05:00, 2017-01-04T21:16:47.000187124Z, 23, 20170104211647, 99045, 476740344
2017-01-04T21:16:47.100064765Z, 20170104211647100064765, 2017-01-04T16:16:47.100064765-05:00, 2017-01-04T21:16:47.100064765Z, 23, 20170104211647, 99045, 576617667
2017-01-04T21:16:47.200063541Z, 20170104211647200063541, 2017-01-04T16:16:47.200063541-05:00, 2017-01-04T21:16:47.200063541Z, 23, 20170104211647, 99045, 676616528
2017-01-04T21:16:47.300190503Z, 20170104211647300190503, 2017-01-04T16:16:47.300190503-05:00, 2017-01-04T21:16:47.300190503Z, 23, 20170104211647, 99045, 776743742
2017-01-04T21:16:47.400125979Z, 20170104211647400125979, 2017-01-04T16:16:47.400125979-05:00, 2017-01-04T21:16:47.400125979Z, 23, 20170104211647, 99045, 876679220
2017-01-04T21:16:47.500125670Z, 20170104211647500125670, 2017-01-04T16:16:47.500125670-05:00, 2017-01-04T21:16:47.500125670Z, 23, 20170104211647, 99045, 976678872
2017-01-04T21:16:47.600126741Z, 20170104211647600126741, 2017-01-04T16:16:47.600126741-05:00, 2017-01-04T21:16:47.600126741Z, 23, 20170104211647, 99046, 76679845
2017-01-04T21:16:47.700130942Z, 20170104211647700130942, 2017-01-04T16:16:47.700130942-05:00, 2017-01-04T21:16:47.700130942Z, 23, 20170104211647, 99046, 176684058
2017-01-04T21:16:47.800128498Z, 20170104211647800128498, 2017-01-04T16:16:47.800128498-05:00, 2017-01-04T21:16:47.800128498Z, 23, 20170104211647, 99046, 276681582
2017-01-04T21:16:47.900128558Z, 20170104211647900128558, 2017-01-04T16:16:47.900128558-05:00, 2017-01-04T21:16:47.900128558Z, 23, 20170104211647, 99046, 376681759
2017-01-04T21:16:48.000065798Z, 20170104211648000065798, 2017-01-04T16:16:48.000065798-05:00, 2017-01-04T21:16:48.000065798Z, 24, 20170104211648, 99046, 476618708
2017-01-04T21:16:48.100076080Z, 20170104211648100076080, 2017-01-04T16:16:48.100076080-05:00, 2017-01-04T21:16:48.100076080Z, 24, 20170104211648, 99046, 576629027
2017-01-04T21:16:48.200085957Z, 20170104211648200085957, 2017-01-04T16:16:48.200085957-05:00, 2017-01-04T21:16:48.200085957Z, 24, 20170104211648, 99046, 676639032
2017-01-04T21:16:48.300152928Z, 20170104211648300152928, 2017-01-04T16:16:48.300152928-05:00, 2017-01-04T21:16:48.300152928Z, 24, 20170104211648, 99046, 776706104
2017-01-04T21:16:48.400065273Z, 20170104211648400065273, 2017-01-04T16:16:48.400065273-05:00, 2017-01-04T21:16:48.400065273Z, 24, 20170104211648, 99046, 876618313
2017-01-04T21:16:48.500122395Z, 20170104211648500122395, 2017-01-04T16:16:48.500122395-05:00, 2017-01-04T21:16:48.500122395Z, 24, 20170104211648, 99046, 976675402
2017-01-04T21:16:48.600117082Z, 20170104211648600117082, 2017-01-04T16:16:48.600117082-05:00, 2017-01-04T21:16:48.600117082Z, 24, 20170104211648, 99047, 76670182
2017-01-04T21:16:48.700121043Z, 20170104211648700121043, 2017-01-04T16:16:48.700121043-05:00, 2017-01-04T21:16:48.700121043Z, 24, 20170104211648, 99047, 176674289
2017-01-04T21:16:48.800066830Z, 20170104211648800066830, 2017-01-04T16:16:48.800066830-05:00, 2017-01-04T21:16:48.800066830Z, 24, 20170104211648, 99047, 276619939
2017-01-04T21:16:48.900123406Z, 20170104211648900123406, 2017-01-04T16:16:48.900123406-05:00, 2017-01-04T21:16:48.900123406Z, 24, 20170104211648, 99047, 376676372
2017-01-04T21:16:49.000133870Z, 20170104211649000133870, 2017-01-04T16:16:49.000133870-05:00, 2017-01-04T21:16:49.000133870Z, 25, 20170104211649, 99047, 476687107
2017-01-04T21:16:49.100064170Z, 20170104211649100064170, 2017-01-04T16:16:49.100064170-05:00, 2017-01-04T21:16:49.100064170Z, 25, 20170104211649, 99047, 576617394
2017-01-04T21:16:49.200122943Z, 20170104211649200122943, 2017-01-04T16:16:49.200122943-05:00, 2017-01-04T21:16:49.200122943Z, 25, 20170104211649, 99047, 676676169
2017-01-04T21:16:49.300121731Z, 20170104211649300121731, 2017-01-04T16:16:49.300121731-05:00, 2017-01-04T21:16:49.300121731Z, 25, 20170104211649, 99047, 776674801
2017-01-04T21:16:49.400086172Z, 20170104211649400086172, 2017-01-04T16:16:49.400086172-05:00, 2017-01-04T21:16:49.400086172Z, 25, 20170104211649, 99047, 876639233
2017-01-04T21:16:49.500132428Z, 20170104211649500132428, 2017-01-04T16:16:49.500132428-05:00, 2017-01-04T21:16:49.500132428Z, 25, 20170104211649, 99047, 976685547
2017-01-04T21:16:49.600079962Z, 20170104211649600079962, 2017-01-04T16:16:49.600079962-05:00, 2017-01-04T21:16:49.600079962Z, 25, 20170104211649, 99048, 76633044
2017-01-04T21:16:49.700131312Z, 20170104211649700131312, 2017-01-04T16:16:49.700131312-05:00, 2017-01-04T21:16:49.700131312Z, 25, 20170104211649, 99048, 176684599
2017-01-04T21:16:49.800124325Z, 20170104211649800124325, 2017-01-04T16:16:49.800124325-05:00, 2017-01-04T21:16:49.800124325Z, 25, 20170104211649, 99048, 276677612
2017-01-04T21:16:49.900127155Z, 20170104211649900127155, 2017-01-04T16:16:49.900127155-05:00, 2017-01-04T21:16:49.900127155Z, 25, 20170104211649, 99048, 376680444
2017-01-04T21:16:50.000125396Z, 20170104211650000125396, 2017-01-04T16:16:50.000125396-05:00, 2017-01-04T21:16:50.000125396Z, 26, 20170104211650, 99048, 476678673
2017-01-04T21:16:50.100127079Z, 20170104211650100127079, 2017-01-04T16:16:50.100127079-05:00, 2017-01-04T21:16:50.100127079Z, 26, 20170104211650, 99048, 576680304
2017-01-04T21:16:50.200135924Z, 20170104211650200135924, 2017-01-04T16:16:50.200135924-05:00, 2017-01-04T21:16:50.200135924Z, 26, 20170104211650, 99048, 676689065
2017-01-04T21:16:50.300128332Z, 20170104211650300128332, 2017-01-04T16:16:50.300128332-05:00, 2017-01-04T21:16:50.300128332Z, 26, 20170104211650, 99048, 776681623
2017-01-04T21:16:50.400128405Z, 20170104211650400128405, 2017-01-04T16:16:50.400128405-05:00, 2017-01-04T21:16:50.400128405Z, 26, 20170104211650, 99048, 876681653
2017-01-04T21:16:50.500142921Z, 20170104211650500142921, 2017-01-04T16:16:50.500142921-05:00, 2017-01-04T21:16:50.500142921Z, 26, 20170104211650, 99048, 976696342
2017-01-04T21:16:50.600064259Z, 20170104211650600064259, 2017-01-04T16:16:50.600064259-05:00, 2017-01-04T21:16:50.600064259Z, 26, 20170104211650, 99049, 76617558
2017-01-04T21:16:50.700065396Z, 20170104211650700065396, 2017-01-04T16:16:50.700065396-05:00, 2017-01-04T21:16:50.700065396Z, 26, 20170104211650, 99049, 176618538
2017-01-04T21:16:50.800065379Z, 20170104211650800065379, 2017-01-04T16:16:50.800065379-05:00, 2017-01-04T21:16:50.800065379Z, 26, 20170104211650, 99049, 276618358
2017-01-04T21:16:50.900065301Z, 20170104211650900065301, 2017-01-04T16:16:50.900065301-05:00, 2017-01-04T21:16:50.900065301Z, 26, 20170104211650, 99049, 376618389
2017-01-04T21:16:51.000068090Z, 20170104211651000068090, 2017-01-04T16:16:51.000068090-05:00, 2017-01-04T21:16:51.000068090Z, 27, 20170104211651, 99049, 476621022
2017-01-04T21:16:51.100062350Z, 20170104211651100062350, 2017-01-04T16:16:51.100062350-05:00, 2017-01-04T21:16:51.100062350Z, 27, 20170104211651, 99049, 576615458
2017-01-04T21:16:51.200190966Z, 20170104211651200190966, 2017-01-04T16:16:51.200190966-05:00, 2017-01-04T21:16:51.200190966Z, 27, 20170104211651, 99049, 676744122
2017-01-04T21:16:51.300187997Z, 20170104211651300187997, 2017-01-04T16:16:51.300187997-05:00, 2017-01-04T21:16:51.300187997Z, 27, 20170104211651, 99049, 776741211
2017-01-04T21:16:51.400150540Z, 20170104211651400150540, 2017-01-04T16:16:51.400150540-05:00, 2017-01-04T21:16:51.400150540Z, 27, 20170104211651, 99049, 876703614
2017-01-04T21:16:51.500073656Z, 20170104211651500073656, 2017-01-04T16:16:51.500073656-05:00, 2017-01-04T21:16:51.500073656Z, 27, 20170104211651, 99049, 976626762
2017-01-04T21:16:51.600107163Z, 20170104211651600107163, 2017-01-04T16:16:51.600107163-05:00, 2017-01-04T21:16:51.600107163Z, 27, 20170104211651, 99050, 76660509
2017-01-04T21:16:51.700071644Z, 20170104211651700071644, 2017-01-04T16:16:51.700071644-05:00, 2017-01-04T21:16:51.700071644Z, 27, 20170104211651, 99050, 176624715
2017-01-04T21:16:51.800073156Z, 20170104211651800073156, 2017-01-04T16:16:51.800073156-05:00, 2017-01-04T21:16:51.800073156Z, 27, 20170104211651, 99050, 276626158
2017-01-04T21:16:51.900075038Z, 20170104211651900075038, 2017-01-04T16:16:51.900075038-05:00, 2017-01-04T21:16:51.900075038Z, 27, 20170104211651, 99050, 376628020
2017-01-04T21:16:52.000071488Z, 20170104211652000071488, 2017-01-04T16:16:52.000071488-05:00, 2017-01-04T21:16:52.000071488Z, 28, 20170104211652, 99050, 476624515
2017-01-04T21:16:52.100070278Z, 20170104211652100070278, 2017-01-04T16:16:52.100070278-05:00, 2017-01-04T21:16:52.100070278Z, 28, 20170104211652, 99050, 576623358
2017-01-04T21:16:52.200072459Z, 20170104211652200072459, 2017-01-04T16:16:52.200072459-05:00, 2017-01-04T21:16:52.200072459Z, 28, 20170104211652, 99050, 676625335
2017-01-04T21:16:52.300070560Z, 20170104211652300070560, 2017-01-04T16:16:52.300070560-05:00, 2017-01-04T21:16:52.300070560Z, 28, 20170104211652, 99050, 776623505
2017-01-04T21:16:52.400073107Z, 20170104211652400073107, 2017-01-04T16:16:52.400073107-05:00, 2017-01-04T21:16:52.400073107Z, 28, 20170104211652, 99050, 876625972
2017-01-04T21:16:52.500074365Z, 20170104211652500074365, 2017-01-04T16:16:52.500074365-05:00, 2017-01-04T21:16:52.500074365Z, 28, 20170104211652, 99050, 976627342
2017-01-04T21:16:52.600091057Z, 20170104211652600091057, 2017-01-04T16:16:52.600091057-05:00, 2017-01-04T21:16:52.600091057Z, 28, 20170104211652, 99051, 76643969
2017-01-04T21:16:52.700066806Z, 20170104211652700066806, 2017-01-04T16:16:52.700066806-05:00, 2017-01-04T21:16:52.700066806Z, 28, 20170104211652, 99051, 176619836
2017-01-04T21:16:52.800071060Z, 20170104211652800071060, 2017-01-04T16:16:52.800071060-05:00, 2017-01-04T21:16:52.800071060Z, 28, 20170104211652, 99051, 276624103
2017-01-04T21:16:52.900070844Z, 20170104211652900070844, 2017-01-04T16:16:52.900070844-05:00, 2017-01-04T21:16:52.900070844Z, 28, 20170104211652, 99051, 376623886
2017-01-04T21:16:53.000066961Z, 20170104211653000066961, 2017-01-04T16:16:53.000066961-05:00, 2017-01-04T21:16:53.000066961Z, 29, 20170104211653, 99051, 476619903
2017-01-04T21:16:53.100126562Z, 20170104211653100126562, 2017-01-04T16:16:53.100126562-05:00, 2017-01-04T21:16:53.100126562Z, 29, 20170104211653, 99051, 576679698
2017-01-04T21:16:53.200096253Z, 20170104211653200096253, 2017-01-04T16:16:53.200096253-05:00, 2017-01-04T21:16:53.200096253Z, 29, 20170104211653, 99051, 676649419
2017-01-04T21:16:53.300072641Z, 20170104211653300072641, 2017-01-04T16:16:53.300072641-05:00, 2017-01-04T21:16:53.300072641Z, 29, 20170104211653, 99051, 776625656
2017-01-04T21:16:53.400063295Z, 20170104211653400063295, 2017-01-04T16:16:53.400063295-05:00, 2017-01-04T21:16:53.400063295Z, 29, 20170104211653, 99051, 876616657
2017-01-04T21:16:53.500073440Z, 20170104211653500073440, 2017-01-04T16:16:53.500073440-05:00, 2017-01-04T21:16:53.500073440Z, 29, 20170104211653, 99051, 976626288
2017-01-04T21:16:53.600071628Z, 20170104211653600071628, 2017-01-04T16:16:53.600071628-05:00, 2017-01-04T21:16:53.600071628Z, 29, 20170104211653, 99052, 76624578
2017-01-04T21:16:53.700070760Z, 20170104211653700070760, 2017-01-04T16:16:53.700070760-05:00, 2017-01-04T21:16:53.700070760Z, 29, 20170104211653, 99052, 176623725
2017-01-04T21:16:53.800073001Z, 20170104211653800073001, 2017-01-04T16:16:53.800073001-05:00, 2017-01-04T21:16:53.800073001Z, 29, 20170104211653, 99052, 276625930
2017-01-04T21:16:53.900124337Z, 20170104211653900124337, 2017-01-04T16:16:53.900124337-05:00, 2017-01-04T21:16:53.900124337Z, 29, 20170104211653, 99052, 376677662
2017-01-04T21:16:54.000092653Z, 20170104211654000092653, 2017-01-04T16:16:54.000092653-05:00, 2017-01-04T21:16:54.000092653Z, 30, 20170104211654, 99052, 476645869
