UTC time string, UTC time with nanoseconds integer, local time string, UTC time string, elapsed_time, UTC time integer, monotonic seconds, monotonic nanoseconds
2017-01-04T21:16:54.100091346Z, 20170104211654100091346, 2017-01-04T16:16:54.100091346-05:00, 2017-01-04T21:16:54.100091346Z, 30, 20170104211654, 99052, 576644372
2017-01-04T21:16:54.200093576Z, 20170104211654200093576, 2017-01-04T16:16:54.200093576-05:00, 2017-01-04T21:16:54.200093576Z, 30, 20170104211654, 99052, 676646790
2017-01-04T21:16:54.300068089Z, 20170104211654300068089, 2017-01-04T16:16:54.300068089-05:00, 2017-01-04T21:16:54.300068089Z, 30, 20170104211654, 99052, 776621128
2017-01-04T21:16:54.400094433Z, 20170104211654400094433, 2017-01-04T16:16:54.400094433-05:00, 2017-01-04T21:16:54.400094433Z, 30, 20170104211654, 99052, 876647327
2017-01-04T21:16:54.500090869Z, 20170104211654500090869, 2017-01-04T16:16:54.500090869-05:00, 2017-01-04T21:16:54.500090869Z, 30, 20170104211654, 99052, 976644083
2017-01-04T21:16:54.600090902Z, 20170104211654600090902, 2017-01-04T16:16:54.600090902-05:00, 2017-01-04T21:16:54.600090902Z, 30, 20170104211654, 99053, 76643735
2017-01-04T21:16:54.700094509Z, 20170104211654700094509, 2017-01-04T16:16:54.700094509-05:00, 2017-01-04T21:16:54.700094509Z, 30, 20170104211654, 99053, 176647675
2017-01-04T21:16:54.800098186Z, 20170104211654800098186, 2017-01-04T16:16:54.800098186-05:00, 2017-01-04T21:16:54.800098186Z, 30, 20170104211654, 99053, 276651033
2017-01-04T21:16:54.900091866Z, 20170104211654900091866, 2017-01-04T16:16:54.900091866-05:00, 2017-01-04T21:16:54.900091866Z, 30, 20170104211654, 99053, 376644800
2017-01-04T21:16:55.000096815Z, 20170104211655000096815, 2017-01-04T16:16:55.000096815-05:00, 2017-01-04T21:16:55.000096815Z, 31, 20170104211655, 99053, 476649612
2017-01-04T21:16:55.100125980Z, 20170104211655100125980, 2017-01-04T16:16:55.100125980-05:00, 2017-01-04T21:16:55.100125980Z, 31, 20170104211655, 99053, 576679071
2017-01-04T21:16:55.200126737Z, 20170104211655200126737, 2017-01-04T16:16:55.200126737-05:00, 2017-01-04T21:16:55.200126737Z, 31, 20170104211655, 99053, 676679759
2017-01-04T21:16:55.300138027Z, 20170104211655300138027, 2017-01-04T16:16:55.300138027-05:00, 2017-01-04T21:16:55.300138027Z, 31, 20170104211655, 99053, 776691154
2017-01-04T21:16:55.400131007Z, 20170104211655400131007, 2017-01-04T16:16:55.400131007-05:00, 2017-01-04T21:16:55.400131007Z, 31, 20170104211655, 99053, 876684418
2017-01-04T21:16:55.500144669Z, 20170104211655500144669, 2017-01-04T16:16:55.500144669-05:00, 2017-01-04T21:16:55.500144669Z, 31, 20170104211655, 99053, 976697766
2017-01-04T21:16:55.600060912Z, 20170104211655600060912, 2017-01-04T16:16:55.600060912-05:00, 2017-01-04T21:16:55.600060912Z, 31, 20170104211655, 99054, 76614310
2017-01-04T21:16:55.700109245Z, 20170104211655700109245, 2017-01-04T16:16:55.700109245-05:00, 2017-01-04T21:16:55.700109245Z, 31, 20170104211655, 99054, 176662488
2017-01-04T21:16:55.800136691Z, 20170104211655800136691, 2017-01-04T16:16:55.800136691-05:00, 2017-01-04T21:16:55.800136691Z, 31, 20170104211655, 99054, 276689732
2017-01-04T21:16:55.900150863Z, 20170104211655900150863, 2017-01-04T16:16:55.900150863-05:00, 2017-01-04T21:16:55.900150863Z, 31, 20170104211655, 99054, 376703798
2017-01-04T21:16:56.000061532Z, 20170104211656000061532, 2017-01-04T16:16:56.000061532-05:00, 2017-01-04T21:16:56.000061532Z, 32, 20170104211656, 99054, 476614265
2017-01-04T21:16:56.100125244Z, 20170104211656100125244, 2017-01-04T16:16:56.100125244-05:00, 2017-01-04T21:16:56.100125244Z, 32, 20170104211656, 99054, 576678402
2017-01-04T21:16:56.200132966Z, 20170104211656200132966, 2017-01-04T16:16:56.200132966-05:00, 2017-01-04T21:16:56.200132966Z, 32, 20170104211656, 99054, 676685935
2017-01-04T21:16:56.300068327Z, 20170104211656300068327, 2017-01-04T16:16:56.300068327-05:00, 2017-01-04T21:16:56.300068327Z, 32, 20170104211656, 99054, 776621366
2017-01-04T21:16:56.400144964Z, 20170104211656400144964, 2017-01-04T16:16:56.400144964-05:00, 2017-01-04T21:16:56.400144964Z, 32, 20170104211656, 99054, 876698064
2017-01-04T21:16:56.500193551Z, 20170104211656500193551, 2017-01-04T16:16:56.500193551-05:00, 2017-01-04T21:16:56.500193551Z, 32, 20170104211656, 99054, 976746434
2017-01-04T21:16:56.600145028Z, 20170104211656600145028, 2017-01-04T16:16:56.600145028-05:00, 2017-01-04T21:16:56.600145028Z, 32, 20170104211656, 99055, 76698128
2017-01-04T21:16:56.700076732Z, 20170104211656700076732, 2017-01-04T16:16:56.700076732-05:00, 2017-01-04T21:16:56.700076732Z, 32, 20170104211656, 99055, 176629597
2017-01-04T21:16:56.800075308Z, 20170104211656800075308, 2017-01-04T16:16:56.800075308-05:00, 2017-01-04T21:16:56.800075308Z, 32, 20170104211656, 99055, 276628173
2017-01-04T21:16:56.900097606Z, 20170104211656900097606, 2017-01-04T16:16:56.900097606-05:00, 2017-01-04T21:16:56.900097606Z, 32, 20170104211656, 99055, 376650708
2017-01-04T21:16:57.000152137Z, 20170104211657000152137, 2017-01-04T16:16:57.000152137-05:00, 2017-01-04T21:16:57.000152137Z, 33, 20170104211657, 99055, 476705157
2017-01-04T21:16:57.100152520Z, 20170104211657100152520, 2017-01-04T16:16:57.100152520-05:00, 2017-01-04T21:16:57.100152520Z, 33, 20170104211657, 99055, 576705594
2017-01-04T21:16:57.200144778Z, 20170104211657200144778, 2017-01-04T16:16:57.200144778-05:00, 2017-01-04T21:16:57.200144778Z, 33, 20170104211657, 99055, 676697653
2017-01-04T21:16:57.300065597Z, 20170104211657300065597, 2017-01-04T16:16:57.300065597-05:00, 2017-01-04T21:16:57.300065597Z, 33, 20170104211657, 99055, 776618721
2017-01-04T21:16:57.400143468Z, 20170104211657400143468, 2017-01-04T16:16:57.400143468-05:00, 2017-01-04T21:16:57.400143468Z, 33, 20170104211657, 99055, 876696587
2017-01-04T21:16:57.500070563Z, 20170104211657500070563, 2017-01-04T16:16:57.500070563-05:00, 2017-01-04T21:16:57.500070563Z, 33, 20170104211657, 99055, 976623567
2017-01-04T21:16:57.600096805Z, 20170104211657600096805, 2017-01-04T16:16:57.600096805-05:00, 2017-01-04T21:16:57.600096805Z, 33, 20170104211657, 99056, 76649972
2017-01-04T21:16:57.700128124Z, 20170104211657700128124, 2017-01-04T16:16:57.700128124-05:00, 2017-01-04T21:16:57.700128124Z, 33, 20170104211657, 99056, 176681279
2017-01-04T21:16:57.800129956Z, 20170104211657800129956, 2017-01-04T16:16:57.800129956-05:00, 2017-01-04T21:16:57.800129956Z, 33, 20170104211657, 99056, 276683300
2017-01-04T21:16:57.900072030Z, 20170104211657900072030, 2017-01-04T16:16:57.900072030-05:00, 2017-01-04T21:16:57.900072030Z, 33, 20170104211657, 99056, 376625097
2017-01-04T21:16:58.000109047Z, 20170104211658000109047, 2017-01-04T16:16:58.000109047-05:00, 2017-01-04T21:16:58.000109047Z, 34, 20170104211658, 99056, 476662037
2017-01-04T21:16:58.100064543Z, 20170104211658100064543, 2017-01-04T16:16:58.100064543-05:00, 2017-01-04T21:16:58.100064543Z, 34, 20170104211658, 99056, 576617675
2017-01-04T21:16:58.200187289Z, 20170104211658200187289, 2017-01-04T16:16:58.200187289-05:00, 2017-01-04T21:16:58.200187289Z, 34, 20170104211658, 99056, 676740506
2017-01-04T21:16:58.300190604Z, 20170104211658300190604, 2017-01-04T16:16:58.300190604-05:00, 2017-01-04T21:16:58.300190604Z, 34, 20170104211658, 99056, 776743819
2017-01-04T21:16:58.400117501Z, 20170104211658400117501, 2017-01-04T16:16:58.400117501-05:00, 2017-01-04T21:16:58.400117501Z, 34, 20170104211658, 99056, 876670528
2017-01-04T21:16:58.500066252Z, 20170104211658500066252, 2017-01-04T16:16:58.500066252-05:00, 2017-01-04T21:16:58.500066252Z, 34, 20170104211658, 99056, 976619332
2017-01-04T21:16:58.600188681Z, 20170104211658600188681, 2017-01-04T16:16:58.600188681-05:00, 2017-01-04T21:16:58.600188681Z, 34, 20170104211658, 99057, 76741968
2017-01-04T21:16:58.700182576Z, 20170104211658700182576, 2017-01-04T16:16:58.700182576-05:00, 2017-01-04T21:16:58.700182576Z, 34, 20170104211658, 99057, 176735795
2017-01-04T21:16:58.800194160Z, 20170104211658800194160, 2017-01-04T16:16:58.800194160-05:00, 2017-01-04T21:16:58.800194160Z, 34, 20170104211658, 99057, 276747445
2017-01-04T21:16:58.900131303Z, 20170104211658900131303, 2017-01-04T16:16:58.900131303-05:00, 2017-01-04T21:16:58.900131303Z, 34, 20170104211658, 99057, 376684357
2017-01-04T21:16:59.000189552Z, 20170104211659000189552, 2017-01-04T16:16:59.000189552-05:00, 2017-01-04T21:16:59.000189552Z, 35, 20170104211659, 99057, 476742779
2017-01-04T21:16:59.100065941Z, 20170104211659100065941, 2017-01-04T16:16:59.100065941-05:00, 2017-01-04T21:16:59.100065941Z, 35, 20170104211659, 99057, 576618922
2017-01-04T21:16:59.200157954Z, 20170104211659200157954, 2017-01-04T16:16:59.200157954-05:00, 2017-01-04T21:16:59.200157954Z, 35, 20170104211659, 99057, 676711045
2017-01-04T21:16:59.300063963Z, 20170104211659300063963, 2017-01-04T16:16:59.300063963-05:00, 2017-01-04T21:16:59.300063963Z, 35, 20170104211659, 99057, 776616963
2017-01-04T21:16:59.400069210Z, 20170104211659400069210, 2017-01-04T16:16:59.400069210-05:00, 2017-01-04T21:16:59.400069210Z, 35, 20170104211659, 99057, 876622428
2017-01-04T21:16:59.500069342Z, 20170104211659500069342, 2017-01-04T16:16:59.500069342-05:00, 2017-01-04T21:16:59.500069342Z, 35, 20170104211659, 99057, 976622341
2017-01-04T21:16:59.600065721Z, 20170104211659600065721, 2017-01-04T16:16:59.600065721-05:00, 2017-01-04T21:16:59.600065721Z, 35, 20170104211659, 99058, 76618989
2017-01-04T21:16:59.700130398Z, 20170104211659700130398, 2017-01-04T16:16:59.700130398-05:00, 2017-01-04T21:16:59.700130398Z, 35, 20170104211659, 99058, 176683636
2017-01-04T21:16:59.800120839Z, 20170104211659800120839, 2017-01-04T16:16:59.800120839-05:00, 2017-01-04T21:16:59.800120839Z, 35, 20170104211659, 99058, 276673889
2017-01-04T21:16:59.900132106Z, 20170104211659900132106, 2017-01-04T16:16:59.900132106-05:00, 2017-01-04T21:16:59.900132106Z, 35, 20170104211659, 99058, 376685413
2017-01-04T21:17:00.000068300Z, 20170104211700000068300, 2017-01-04T16:17:00.000068300-05:00, 2017-01-04T21:17:00.000068300Z, 36, 20170104211700, 99058, 476621331
2017-01-04T21:17:00.100084951Z, 20170104211700100084951, 2017-01-04T16:17:00.100084951-05:00, 2017-01-04T21:17:00.100084951Z, 36, 20170104211700, 99058, 576638060
2017-01-04T21:17:00.200066902Z, 20170104211700200066902, 2017-01-04T16:17:00.200066902-05:00, 2017-01-04T21:17:00.200066902Z, 36, 20170104211700, 99058, 676619998
2017-01-04T21:17:00.300062709Z, 20170104211700300062709, 2017-01-04T16:17:00.300062709-05:00, 2017-01-04T21:17:00.300062709Z, 36, 20170104211700, 99058, 776615814
2017-01-04T21:17:00.400070021Z, 20170104211700400070021, 2017-01-04T16:17:00.400070021-05:00, 2017-01-04T21:17:00.400070021Z, 36, 20170104211700, 99058, 876622937
2017-01-04T21:17:00.500130012Z, 20170104211700500130012, 2017-01-04T16:17:00.500130012-05:00, 2017-01-04T21:17:00.500130012Z, 36, 20170104211700, 99058, 976683149
2017-01-04T21:17:00.600155998Z, 20170104211700600155998, 2017-01-04T16:17:00.600155998-05:00, 2017-01-04T21:17:00.600155998Z, 36, 20170104211700, 99059, 76709301
2017-01-04T21:17:00.700128015Z, 20170104211700700128015, 2017-01-04T16:17:00.700128015-05:00, 2017-01-04T21:17:00.700128015Z, 36, 20170104211700, 99059, 176681205
2017-01-04T21:17:00.800159653Z, 20170104211700800159653, 2017-01-04T16:17:00.800159653-05:00, 2017-01-04T21:17:00.800159653Z, 36, 20170104211700, 99059, 276712899
2017-01-04T21:17:00.900067834Z, 20170104211700900067834, 2017-01-04T16:17:00.900067834-05:00, 2017-01-04T21:17:00.900067834Z, 36, 20170104211700, 99059, 376620840
2017-01-04T21:17:01.000074567Z, 20170104211701000074567, 2017-01-04T16:17:01.000074567-05:00, 2017-01-04T21:17:01.000074567Z, 37, 20170104211701, 99059, 476627518
2017-01-04T21:17:01.100156379Z, 20170104211701100156379, 2017-01-04T16:17:01.100156379-05:00, 2017-01-04T21:17:01.100156379Z, 37, 20170104211701, 99059, 576709661
2017-01-04T21:17:01.200065527Z, 20170104211701200065527, 2017-01-04T16:17:01.200065527-05:00, 2017-01-04T21:17:01.200065527Z, 37, 20170104211701, 99059, 676618706
2017-01-04T21:17:01.300063127Z, 20170104211701300063127, 2017-01-04T16:17:01.300063127-05:00, 2017-01-04T21:17:01.300063127Z, 37, 20170104211701, 99059, 776616169
2017-01-04T21:17:01.400068081Z, 20170104211701400068081, 2017-01-04T16:17:01.400068081-05:00, 2017-01-04T21:17:01.400068081Z, 37, 20170104211701, 99059, 876621149
2017-01-04T21:17:01.500065622Z, 20170104211701500065622, 2017-01-04T16:17:01.500065622-05:00, 2017-01-04T21:17:01.500065622Z, 37, 20170104211701, 99059, 976618693
2017-01-04T21:17:01.600066148Z, 20170104211701600066148, 2017-01-04T16:17:01.600066148-05:00, 2017-01-04T21:17:01.600066148Z, 37, 20170104211701, 99060, 76619250
2017-01-04T21:17:01.700065481Z, 20170104211701700065481, 2017-01-04T16:17:01.700065481-05:00, 2017-01-04T21:17:01.700065481Z, 37, 20170104211701, 99060, 176618533
2017-01-04T21:17:01.800065368Z, 20170104211701800065368, 2017-01-04T16:17:01.800065368-05:00, 2017-01-04T21:17:01.800065368Z, 37, 20170104211701, 99060, 276618503
2017-01-04T21:17:01.900188129Z, 20170104211701900188129, 2017-01-04T16:17:01.900188129-05:00, 2017-01-04T21:17:01.900188129Z, 37, 20170104211701, 99060, 376741384
2017-01-04T21:17:02.000067546Z, 20170104211702000067546, 2017-01-04T16:17:02.000067546-05:00, 2017-01-04T21:17:02.000067546Z, 38, 20170104211702, 99060, 476620563
2017-01-04T21:17:02.100068889Z, 20170104211702100068889, 2017-01-04T16:17:02.100068889-05:00, 2017-01-04T21:17:02.100068889Z, 38, 20170104211702, 99060, 576621897
2017-01-04T21:17:02.200066108Z, 20170104211702200066108, 2017-01-04T16:17:02.200066108-05:00, 2017-01-04T21:17:02.200066108Z, 38, 20170104211702, 99060, 676619134
2017-01-04T21:17:02.300067347Z, 20170104211702300067347, 2017-01-04T16:17:02.300067347-05:00, 2017-01-04T21:17:02.300067347Z, 38, 20170104211702, 99060, 776620366
2017-01-04T21:17:02.400063194Z, 20170104211702400063194, 2017-01-04T16:17:02.400063194-05:00, 2017-01-04T21:17:02.400063194Z, 38, 20170104211702, 99060, 876616407
2017-01-04T21:17:02.500119555Z, 20170104211702500119555, 2017-01-04T16:17:02.500119555-05:00, 2017-01-04T21:17:02.500119555Z, 38, 20170104211702, 99060, 976672737
2017-01-04T21:17:02.600174407Z, 20170104211702600174407, 2017-01-04T16:17:02.600174407-05:00, 2017-01-04T21:17:02.600174407Z, 38, 20170104211702, 99061, 76727686
2017-01-04T21:17:02.700151676Z, 20170104211702700151676, 2017-01-04T16:17:02.700151676-05:00, 2017-01-04T21:17:02.700151676Z, 38, 20170104211702, 99061, 176705018
2017-01-04T21:17:02.800154839Z, 20170104211702800154839, 2017-01-04T16:17:02.800154839-05:00, 2017-01-04T21:17:02.800154839Z, 38, 20170104211702, 99061, 276708054
2017-01-04T21:17:02.900125052Z, 20170104211702900125052, 2017-01-04T16:17:02.900125052-05:00, 2017-01-04T21:17:02.900125052Z, 38, 20170104211702, 99061, 376678288
2017-01-04T21:17:03.000187554Z, 20170104211703000187554, 2017-01-04T16:17:03.000187554-05:00, 2017-01-04T21:17:03.000187554Z, 39, 20170104211703, 99061, 476740763
2017-01-04T21:17:03.100068877Z, 20170104211703100068877, 2017-01-04T16:17:03.100068877-05:00, 2017-01-04T21:17:03.100068877Z, 39, 20170104211703, 99061, 576621951
2017-01-04T21:17:03.200070149Z, 20170104211703200070149, 2017-01-04T16:17:03.200070149-05:00, 2017-01-04T21:17:03.200070149Z, 39, 20170104211703, 99061, 676623148
2017-01-04T21:17:03.300074245Z, 20170104211703300074245, 2017-01-04T16:17:03.300074245-05:00, 2017-01-04T21:17:03.300074245Z, 39, 20170104211703, 99061, 776627314
2017-01-04T21:17:03.400184794Z, 20170104211703400184794, 2017-01-04T16:17:03.400184794-05:00, 2017-01-04T21:17:03.400184794Z, 39, 20170104211703, 99061, 876738042
2017-01-04T21:17:03.500183408Z, 20170104211703500183408, 2017-01-04T16:17:03.500183408-05:00, 2017-01-04T21:17:03.500183408Z, 39, 20170104211703, 99061, 976736694
2017-01-04T21:17:03.600188381Z, 20170104211703600188381, 2017-01-04T16:17:03.600188381-05:00, 2017-01-04T21:17:03.600188381Z, 39, 20170104211703, 99062, 76741478
2017-01-04T21:17:03.700063790Z, 20170104211703700063790, 2017-01-04T16:17:03.700063790-05:00, 2017-01-04T21:17:03.700063790Z, 39, 20170104211703, 99062, 176616928
2017-01-04T21:17:03.800133506Z, 20170104211703800133506, 2017-01-04T16:17:03.800133506-05:00, 2017-01-04T21:17:03.800133506Z, 39, 20170104211703, 99062, 276686540
2017-01-04T21:17:03.900127673Z, 20170104211703900127673, 2017-01-04T16:17:03.900127673-05:00, 2017-01-04T21:17:03.900127673Z, 39, 20170104211703, 99062, 376680905
2017-01-04T21:17:04.000096934Z, 20170104211704000096934, 2017-01-04T16:17:04.000096934-05:00, 2017-01-04T21:17:04.000096934Z, 40, 20170104211704, 99062, 476650005
2017-01-04T21:17:04.100125369Z, 20170104211704100125369, 2017-01-04T16:17:04.100125369-05:00, 2017-01-04T21:17:04.100125369Z, 40, 20170104211704, 99062, 576678581
2017-01-04T21:17:04.200133060Z, 20170104211704200133060, 2017-01-04T16:17:04.200133060-05:00, 2017-01-04T21:17:04.200133060Z, 40, 20170104211704, 99062, 676686174
2017-01-04T21:17:04.300126630Z, 20170104211704300126630, 2017-01-04T16:17:04.300126630-05:00, 2017-01-04T21:17:04.300126630Z, 40, 20170104211704, 99062, 776679816
2017-01-04T21:17:04.400130853Z, 20170104211704400130853, 2017-01-04T16:17:04.400130853-05:00, 2017-01-04T21:17:04.400130853Z, 40, 20170104211704, 99062, 876683987
2017-01-04T21:17:04.500128594Z, 20170104211704500128594, 2017-01-04T16:17:04.500128594-05:00, 2017-01-04T21:17:04.500128594Z, 40, 20170104211704, 99062, 976681843
2017-01-04T21:17:04.600191361Z, 20170104211704600191361, 2017-01-04T16:17:04.600191361-05:00, 2017-01-04T21:17:04.600191361Z, 40, 20170104211704, 99063, 76744606
2017-01-04T21:17:04.700062729Z, 20170104211704700062729, 2017-01-04T16:17:04.700062729-05:00, 2017-01-04T21:17:04.700062729Z, 40, 20170104211704, 99063, 176616029
2017-01-04T21:17:04.800235163Z, 20170104211704800235163, 2017-01-04T16:17:04.800235163-05:00, 2017-01-04T21:17:04.800235163Z, 40, 20170104211704, 99063, 276788450
2017-01-04T21:17:04.900084620Z, 20170104211704900084620, 2017-01-04T16:17:04.900084620-05:00, 2017-01-04T21:17:04.900084620Z, 40, 20170104211704, 99063, 376637633
2017-01-04T21:17:05.000065341Z, 20170104211705000065341, 2017-01-04T16:17:05.000065341-05:00, 2017-01-04T21:17:05.000065341Z, 41, 20170104211705, 99063, 476618498
2017-01-04T21:17:05.100184991Z, 20170104211705100184991, 2017-01-04T16:17:05.100184991-05:00, 2017-01-04T21:17:05.100184991Z, 41, 20170104211705, 99063, 576738277
2017-01-04T21:17:05.200182753Z, 20170104211705200182753, 2017-01-04T16:17:05.200182753-05:00, 2017-01-04T21:17:05.200182753Z, 41, 20170104211705, 99063, 676735965
2017-01-04T21:17:05.300144826Z, 20170104211705300144826, 2017-01-04T16:17:05.300144826-05:00, 2017-01-04T21:17:05.300144826Z, 41, 20170104211705, 99063, 776698085
2017-01-04T21:17:05.400151676Z, 20170104211705400151676, 2017-01-04T16:17:05.400151676-05:00, 2017-01-04T21:17:05.400151676Z, 41, 20170104211705, 99063, 876704879
2017-01-04T21:17:05.500066527Z, 20170104211705500066527, 2017-01-04T16:17:05.500066527-05:00, 2017-01-04T21:17:05.500066527Z, 41, 20170104211705, 99063, 976619650
2017-01-04T21:17:05.600080771Z, 20170104211705600080771, 2017-01-04T16:17:05.600080771-05:00, 2017-01-04T21:17:05.600080771Z, 41, 20170104211705, 99064, 76633816
2017-01-04T21:17:05.700124361Z, 20170104211705700124361, 2017-01-04T16:17:05.700124361-05:00, 2017-01-04T21:17:05.700124361Z, 41, 20170104211705, 99064, 176677345
2017-01-04T21:17:05.800153218Z, 20170104211705800153218, 2017-01-04T16:17:05.800153218-05:00, 2017-01-04T21:17:05.800153218Z, 41, 20170104211705, 99064, 276706432
2017-01-04T21:17:05.900067888Z, 20170104211705900067888, 2017-01-04T16:17:05.900067888-05:00, 2017-01-04T21:17:05.900067888Z, 41, 20170104211705, 99064, 376621005
2017-01-04T21:17:06.000066868Z, 20170104211706000066868, 2017-01-04T16:17:06.000066868-05:00, 2017-01-04T21:17:06.000066868Z, 42, 20170104211706, 99064, 476619937
2017-01-04T21:17:06.100189636Z, 20170104211706100189636, 2017-01-04T16:17:06.100189636-05:00, 2017-01-04T21:17:06.100189636Z, 42, 20170104211706, 99064, 576742931
2017-01-04T21:17:06.200188243Z, 20170104211706200188243, 2017-01-04T16:17:06.200188243-05:00, 2017-01-04T21:17:06.200188243Z, 42, 20170104211706, 99064, 676741456
2017-01-04T21:17:06.300186348Z, 20170104211706300186348, 2017-01-04T16:17:06.300186348-05:00, 2017-01-04T21:17:06.300186348Z, 42, 20170104211706, 99064, 776739567
2017-01-04T21:17:06.400153275Z, 20170104211706400153275, 2017-01-04T16:17:06.400153275-05:00, 2017-01-04T21:17:06.400153275Z, 42, 20170104211706, 99064, 876706481
2017-01-04T21:17:06.500187233Z, 20170104211706500187233, 2017-01-04T16:17:06.500187233-05:00, 2017-01-04T21:17:06.500187233Z, 42, 20170104211706, 99064, 976740387
2017-01-04T21:17:06.600179571Z, 20170104211706600179571, 2017-01-04T16:17:06.600179571-05:00, 2017-01-04T21:17:06.600179571Z, 42, 20170104211706, 99065, 76732702
2017-01-04T21:17:06.700079583Z, 20170104211706700079583, 2017-01-04T16:17:06.700079583-05:00, 2017-01-04T21:17:06.700079583Z, 42, 20170104211706, 99065, 176632718
2017-01-04T21:17:06.800109095Z, 20170104211706800109095, 2017-01-04T16:17:06.800109095-05:00, 2017-01-04T21:17:06.800109095Z, 42, 20170104211706, 99065, 276662222
2017-01-04T21:17:06.900160105Z, 20170104211706900160105, 2017-01-04T16:17:06.900160105-05:00, 2017-01-04T21:17:06.900160105Z, 42, 20170104211706, 99065, 376713187
2017-01-04T21:17:07.000150619Z, 20170104211707000150619, 2017-01-04T16:17:07.000150619-05:00, 2017-01-04T21:17:07.000150619Z, 43, 20170104211707, 99065, 476703935
2017-01-04T21:17:07.100067499Z, 20170104211707100067499, 2017-01-04T16:17:07.100067499-05:00, 2017-01-04T21:17:07.100067499Z, 43, 20170104211707, 99065, 576620660
2017-01-04T21:17:07.200150840Z, 20170104211707200150840, 2017-01-04T16:17:07.200150840-05:00, 2017-01-04T21:17:07.200150840Z, 43, 20170104211707, 99065, 676703874
2017-01-04T21:17:07.300149080Z, 20170104211707300149080, 2017-01-04T16:17:07.300149080-05:00, 2017-01-04T21:17:07.300149080Z, 43, 20170104211707, 99065, 776702188
2017-01-04T21:17:07.400151930Z, 20170104211707400151930, 2017-01-04T16:17:07.400151930-05:00, 2017-01-04T21:17:07.400151930Z, 43, 20170104211707, 99065, 876704915
2017-01-04T21:17:07.500153871Z, 20170104211707500153871, 2017-01-04T16:17:07.500153871-05:00, 2017-01-04T21:17:07.500153871Z, 43, 20170104211707, 99065, 976706750
2017-01-04T21:17:07.600155295Z, 20170104211707600155295, 2017-01-04T16:17:07.600155295-05:00, 2017-01-04T21:17:07.600155295Z, 43, 20170104211707, 99066, 76708220
2017-01-04T21:17:07.700152357Z, 20170104211707700152357, 2017-01-04T16:17:07.700152357-05:00, 2017-01-04T21:17:07.700152357Z, 43, 20170104211707, 99066, 176705586
2017-01-04T21:17:07.800093051Z, 20170104211707800093051, 2017-01-04T16:17:07.800093051-05:00, 2017-01-04T21:17:07.800093051Z, 43, 20170104211707, 99066, 276646097
2017-01-04T21:17:07.900064982Z, 20170104211707900064982, 2017-01-04T16:17:07.900064982-05:00, 2017-01-04T21:17:07.900064982Z, 43, 20170104211707, 99066, 376618035
2017-01-04T21:17:08.000066900Z, 20170104211708000066900, 2017-01-04T16:17:08.000066900-05:00, 2017-01-04T21:17:08.000066900Z, 44, 20170104211708, 99066, 476619907
2017-01-04T21:17:08.100131329Z, 20170104211708100131329, 2017-01-04T16:17:08.100131329-05:00, 2017-01-04T21:17:08.100131329Z, 44, 20170104211708, 99066, 576684590
2017-01-04T21:17:08.200095564Z, 20170104211708200095564, 2017-01-04T16:17:08.200095564-05:00, 2017-01-04T21:17:08.200095564Z, 44, 20170104211708, 99066, 676648851
2017-01-04T21:17:08.300118404Z, 20170104211708300118404, 2017-01-04T16:17:08.300118404-05:00, 2017-01-04T21:17:08.300118404Z, 44, 20170104211708, 99066, 776671732
2017-01-04T21:17:08.400066460Z, 20170104211708400066460, 2017-01-04T16:17:08.400066460-05:00, 2017-01-04T21:17:08.400066460Z, 44, 20170104211708, 99066, 876619531
2017-01-04T21:17:08.500181104Z, 20170104211708500181104, 2017-01-04T16:17:08.500181104-05:00, 2017-01-04T21:17:08.500181104Z, 44, 20170104211708, 99066, 976734288
2017-01-04T21:17:08.600122361Z, 20170104211708600122361, 2017-01-04T16:17:08.600122361-05:00, 2017-01-04T21:17:08.600122361Z, 44, 20170104211708, 99067, 76675493
2017-01-04T21:17:08.700094005Z, 20170104211708700094005, 2017-01-04T16:17:08.700094005-05:00, 2017-01-04T21:17:08.700094005Z, 44, 20170104211708, 99067, 176647090
2017-01-04T21:17:08.800093008Z, 20170104211708800093008, 2017-01-04T16:17:08.800093008-05:00, 2017-01-04T21:17:08.800093008Z, 44, 20170104211708, 99067, 276646114
2017-01-04T21:17:08.900087722Z, 20170104211708900087722, 2017-01-04T16:17:08.900087722-05:00, 2017-01-04T21:17:08.900087722Z, 44, 20170104211708, 99067, 376640864
2017-01-04T21:17:09.000106644Z, 20170104211709000106644, 2017-01-04T16:17:09.000106644-05:00, 2017-01-04T21:17:09.000106644Z, 45, 20170104211709, 99067, 476659967
2017-01-04T21:17:09.100061987Z, 20170104211709100061987, 2017-01-04T16:17:09.100061987-05:00, 2017-01-04T21:17:09.100061987Z, 45, 20170104211709, 99067, 576615117
2017-01-04T21:17:09.200086146Z, 20170104211709200086146, 2017-01-04T16:17:09.200086146-05:00, 2017-01-04T21:17:09.200086146Z, 45, 20170104211709, 99067, 676639405
2017-01-04T21:17:09.300090896Z, 20170104211709300090896, 2017-01-04T16:17:09.300090896-05:00, 2017-01-04T21:17:09.300090896Z, 45, 20170104211709, 99067, 776644070
2017-01-04T21:17:09.400097890Z, 20170104211709400097890, 2017-01-04T16:17:09.400097890-05:00, 2017-01-04T21:17:09.400097890Z, 45, 20170104211709, 99067, 876650917
